Id,SalePrice
0,-47955.76833463683
1,-47955.76833463683
2,-47955.76833463683
3,-47955.76833463683
4,-47955.76833463683
5,-47955.76833463683
6,-47955.76833463683
7,-47955.76833463683
8,-47955.76833463683
9,-47955.76833463683
10,-47955.76833463683
11,-47955.76833463683
12,-47955.76833463683
13,-47955.76833463683
14,-47955.76833463683
15,-47955.76833463683
16,-47955.76833463683
17,-47955.76833463683
18,-47955.76833463683
19,-47955.76833463683
20,-47955.76833463683
21,-47955.76833463683
22,-47955.76833463683
23,-47955.76833463683
24,-47955.76833463683
25,-47955.76833463683
26,-47955.76833463683
27,-47955.76833463683
28,-47955.76833463683
29,-47955.76833463683
30,-47955.76833463683
31,-47955.76833463683
32,-47955.76833463683
33,-47955.76833463683
34,-47955.76833463683
35,-47955.76833463683
36,-47955.76833463683
37,-47955.76833463683
38,-47955.76833463683
39,-47955.76833463683
40,-47955.76833463683
41,-47955.76833463683
42,-47955.76833463683
43,-47955.76833463683
44,-47955.76833463683
45,-47955.76833463683
46,-47955.76833463683
47,-47955.76833463683
48,-47955.76833463683
49,-47955.76833463683
50,-47955.76833463683
51,-47955.76833463683
52,-47955.76833463683
53,-47955.76833463683
54,-47955.76833463683
55,-47955.76833463683
56,-47955.76833463683
57,-47955.76833463683
58,-47955.76833463683
59,-47955.76833463683
60,-47955.76833463683
61,-47955.76833463683
62,-47955.76833463683
63,-47955.76833463683
64,-47955.76833463683
65,-47955.76833463683
66,-47955.76833463683
67,-47955.76833463683
68,-47955.76833463683
69,-47955.76833463683
70,-47955.76833463683
71,-47955.76833463683
72,-47955.76833463683
73,-47955.76833463683
74,-47955.76833463683
75,-47955.76833463683
76,-47955.76833463683
77,-47955.76833463683
78,-47955.76833463683
79,-47955.76833463683
80,-47955.76833463683
81,-47955.76833463683
82,-47955.76833463683
83,-47955.76833463683
84,-47955.76833463683
85,-47955.76833463683
86,-47955.76833463683
87,-47955.76833463683
88,-47955.76833463683
89,-47955.76833463683
90,-47955.76833463683
91,-47955.76833463683
92,-47955.76833463683
93,-47955.76833463683
94,-47955.76833463683
95,-47955.76833463683
96,-47955.76833463683
97,-47955.76833463683
98,-47955.76833463683
99,-47955.76833463683
100,-47955.76833463683
101,-47955.76833463683
102,-47955.76833463683
103,-47955.76833463683
104,-47955.76833463683
105,-47955.76833463683
106,-47955.76833463683
107,-47955.76833463683
108,-47955.76833463683
109,-47955.76833463683
110,-47955.76833463683
111,-47955.76833463683
112,-47955.76833463683
113,-47955.76833463683
114,-47955.76833463683
115,-47955.76833463683
116,-47955.76833463683
117,-47955.76833463683
118,-47955.76833463683
119,-47955.76833463683
120,-47955.76833463683
121,-47955.76833463683
122,-47955.76833463683
123,-47955.76833463683
124,-47955.76833463683
125,-47955.76833463683
126,-47955.76833463683
127,-47955.76833463683
128,-47955.76833463683
129,-47955.76833463683
130,-47955.76833463683
131,-47955.76833463683
132,-47955.76833463683
133,-47955.76833463683
134,-47955.76833463683
135,-47955.76833463683
136,-47955.76833463683
137,-47955.76833463683
138,-47955.76833463683
139,-47955.76833463683
140,-47955.76833463683
141,-47955.76833463683
142,-47955.76833463683
143,-47955.76833463683
144,-47955.76833463683
145,-47955.76833463683
146,-47955.76833463683
147,-47955.76833463683
148,-47955.76833463683
149,-47955.76833463683
150,-47955.76833463683
151,-47955.76833463683
152,-47955.76833463683
153,-47955.76833463683
154,-47955.76833463683
155,-47955.76833463683
156,-47955.76833463683
157,-47955.76833463683
158,-47955.76833463683
159,-47955.76833463683
160,-47955.76833463683
161,-47955.76833463683
162,-47955.76833463683
163,-47955.76833463683
164,-47955.76833463683
165,-47955.76833463683
166,-47955.76833463683
167,-47955.76833463683
168,-47955.76833463683
169,-47955.76833463683
170,-47955.76833463683
171,-47955.76833463683
172,-47955.76833463683
173,-47955.76833463683
174,-47955.76833463683
175,-47955.76833463683
176,-47955.76833463683
177,-47955.76833463683
178,-47955.76833463683
179,-47955.76833463683
180,-47955.76833463683
181,-47955.76833463683
182,-47955.76833463683
183,-47955.76833463683
184,-47955.76833463683
185,-47955.76833463683
186,-47955.76833463683
187,-47955.76833463683
188,-47955.76833463683
189,-47955.76833463683
190,-47955.76833463683
191,-47955.76833463683
192,-47955.76833463683
193,-47955.76833463683
194,-47955.76833463683
195,-47955.76833463683
196,-47955.76833463683
197,-47955.76833463683
198,-47955.76833463683
199,-47955.76833463683
200,-47955.76833463683
201,-47955.76833463683
202,-47955.76833463683
203,-47955.76833463683
204,-47955.76833463683
205,-47955.76833463683
206,-47955.76833463683
207,-47955.76833463683
208,-47955.76833463683
209,-47955.76833463683
210,-47955.76833463683
211,-47955.76833463683
212,-47955.76833463683
213,-47955.76833463683
214,-47955.76833463683
215,-47955.76833463683
216,-47955.76833463683
217,-47955.76833463683
218,-47955.76833463683
219,-47955.76833463683
220,-47955.76833463683
221,-47955.76833463683
222,-47955.76833463683
223,-47955.76833463683
224,-47955.76833463683
225,-47955.76833463683
226,-47955.76833463683
227,-47955.76833463683
228,-47955.76833463683
229,-47955.76833463683
230,-47955.76833463683
231,-47955.76833463683
232,-47955.76833463683
233,-47955.76833463683
234,-47955.76833463683
235,-47955.76833463683
236,-47955.76833463683
237,-47955.76833463683
238,-47955.76833463683
239,-47955.76833463683
240,-47955.76833463683
241,-47955.76833463683
242,-47955.76833463683
243,-47955.76833463683
244,-47955.76833463683
245,-47955.76833463683
246,-47955.76833463683
247,-47955.76833463683
248,-47955.76833463683
249,-47955.76833463683
250,-47955.76833463683
251,-47955.76833463683
252,-47955.76833463683
253,-47955.76833463683
254,-47955.76833463683
255,-47955.76833463683
256,-47955.76833463683
257,-47955.76833463683
258,-47955.76833463683
259,-47955.76833463683
260,-47955.76833463683
261,-47955.76833463683
262,-47955.76833463683
263,-47955.76833463683
264,-47955.76833463683
265,-47955.76833463683
266,-47955.76833463683
267,-47955.76833463683
268,-47955.76833463683
269,-47955.76833463683
270,-47955.76833463683
271,-47955.76833463683
272,-47955.76833463683
273,-47955.76833463683
274,-47955.76833463683
275,-47955.76833463683
276,-47955.76833463683
277,-47955.76833463683
278,-47955.76833463683
279,-47955.76833463683
280,-47955.76833463683
281,-47955.76833463683
282,-47955.76833463683
283,-47955.76833463683
284,-47955.76833463683
285,-47955.76833463683
286,-47955.76833463683
287,-47955.76833463683
288,-47955.76833463683
289,-47955.76833463683
290,-47955.76833463683
291,-47955.76833463683
292,-47955.76833463683
293,-47955.76833463683
294,-47955.76833463683
295,-47955.76833463683
296,-47955.76833463683
297,-47955.76833463683
298,-47955.76833463683
299,-47955.76833463683
300,-47955.76833463683
301,-47955.76833463683
302,-47955.76833463683
303,-47955.76833463683
304,-47955.76833463683
305,-47955.76833463683
306,-47955.76833463683
307,-47955.76833463683
308,-47955.76833463683
309,-47955.76833463683
310,-47955.76833463683
311,-47955.76833463683
312,-47955.76833463683
313,-47955.76833463683
314,-47955.76833463683
315,-47955.76833463683
316,-47955.76833463683
317,-47955.76833463683
318,-47955.76833463683
319,-47955.76833463683
320,-47955.76833463683
321,-47955.76833463683
322,-47955.76833463683
323,-47955.76833463683
324,-47955.76833463683
325,-47955.76833463683
326,-47955.76833463683
327,-47955.76833463683
328,-47955.76833463683
329,-47955.76833463683
330,-47955.76833463683
331,-47955.76833463683
332,-47955.76833463683
333,-47955.76833463683
334,-47955.76833463683
335,-47955.76833463683
336,-47955.76833463683
337,-47955.76833463683
338,-47955.76833463683
339,-47955.76833463683
340,-47955.76833463683
341,-47955.76833463683
342,-47955.76833463683
343,-47955.76833463683
344,-47955.76833463683
345,-47955.76833463683
346,-47955.76833463683
347,-47955.76833463683
348,-47955.76833463683
349,-47955.76833463683
350,-47955.76833463683
351,-47955.76833463683
352,-47955.76833463683
353,-47955.76833463683
354,-47955.76833463683
355,-47955.76833463683
356,-47955.76833463683
357,-47955.76833463683
358,-47955.76833463683
359,-47955.76833463683
360,-47955.76833463683
361,-47955.76833463683
362,-47955.76833463683
363,-47955.76833463683
364,-47955.76833463683
365,-47955.76833463683
366,-47955.76833463683
367,-47955.76833463683
368,-47955.76833463683
369,-47955.76833463683
370,-47955.76833463683
371,-47955.76833463683
372,-47955.76833463683
373,-47955.76833463683
374,-47955.76833463683
375,-47955.76833463683
